country,Crop Type,Season,Yield Percentage,Year,Water Levels,Temperature
France,Plam Oil,Winter,22.98,2020.9639382458781,57.29,67.96
France,Sugar Cane,Spring,92.09,2021.36881786218,37.54,56.22
United States,Sugar Cane,Spring,76.22,2021.3300188119917,14.83,42.27
China,Maze,Summer,52.08,2021.1010433926356,63.87,29.33
Australia,Wheat,Spring,45.27,2020.2829611615605,83.6,86.85
China,Plam Oil,Fall,48.55,2021.8261868749694,11.51,31.03
France,Paddy,Winter,68.95,2021.6512151532545,19.74,59.48
United States,Maze,Winter,54.99,2020.5110685368993,20.22,85.18
Africa,Maze,Winter,47.43,2021.157225191534,61.41,78.95
India,Cotton,Spring,38.0,2021.9981413839712,33.28,57.99
Germany,Wheat,Spring,84.4,2021.2105434589596,14.86,81.62
Africa,Wheat,Winter,76.18,2021.2580439349224,32.12,74.1
Africa,Plam Oil,Summer,20.17,2020.218829335465,39.27,91.31
Australia,Maze,Fall,82.42,2021.964764472074,13.5,44.86
Australia,Plam Oil,Rainy Season,19.29,2021.9349144026348,53.16,50.12
India,Sugar Cane,Winter,61.01,2020.9999878459914,25.99,18.59
France,Paddy,Summer,77.23,2020.7207730005978,88.06,32.45
United States,Paddy,Summer,12.42,2020.8987021075336,71.67,69.88
Australia,Apples,Summer,54.46,2021.0904281635512,30.22,38.01
United States,Wheat,Spring,13.71,2021.7224871527937,90.04,63.51
China,Apples,Fall,11.34,2020.8635654361246,10.21,26.41
United States,Sugar Cane,Winter,91.24,2020.4508677327221,67.96,79.91
Germany,Maze,Rainy Season,87.66,2021.0263872555713,52.02,68.19
France,Sugar Cane,Fall,22.02,2021.6150901771348,37.26,51.37
United States,Paddy,Rainy Season,22.02,2021.0608019853612,60.92,11.39
China,Apples,Summer,61.25,2020.2921187420875,65.67,17.78
France,Paddy,Summer,86.2,2020.635234663621,86.4,78.97
Germany,Plam Oil,Winter,51.54,2020.6280759635133,25.19,64.89
Australia,Apples,Spring,72.72,2020.1913132733227,60.33,15.07
France,Sugar Cane,Rainy Season,72.25,2021.2243027610202,15.22,34.6
Germany,Paddy,Fall,23.77,2020.869331789273,47.22,46.17
France,Paddy,Fall,30.05,2020.5474552198907,17.85,90.07
Germany,Apples,Fall,46.89,2021.1011467429325,34.05,27.26
Germany,Plam Oil,Summer,48.95,2021.4643952927845,67.71,55.54
China,Paddy,Rainy Season,32.48,2021.4396742818683,54.17,25.53
India,Paddy,Fall,48.29,2020.349094801404,58.89,21.91
Germany,Sugar Cane,Summer,19.49,2020.9181600095083,51.14,14.15
France,Sugar Cane,Winter,30.72,2020.9793438992117,36.11,48.19
China,Paddy,Fall,68.81,2020.972872377433,89.79,19.16
Australia,Apples,Fall,23.39,2020.6738017617388,32.88,22.69
India,Paddy,Rainy Season,38.63,2020.8895766963353,32.08,50.3
Africa,Plam Oil,Fall,72.68,2021.1143218374036,55.25,68.62
United States,Paddy,Rainy Season,28.73,2021.5276428344837,46.31,17.73
United States,Paddy,Winter,19.14,2020.8356760749973,28.79,56.99
Germany,Plam Oil,Fall,37.83,2021.533741746066,81.64,81.72
Africa,Sugar Cane,Rainy Season,82.33,2020.9951036916596,85.96,83.52
France,Paddy,Spring,82.18,2021.3480338106922,88.57,86.99
China,Maze,Fall,51.14,2021.3492439004508,72.38,24.36
Australia,Maze,Summer,61.13,2020.9697553781946,72.15,60.45
Australia,Sugar Cane,Summer,73.0,2020.574671573351,42.42,52.03
Africa,Cotton,Summer,51.41,2020.2592871671254,11.81,19.52
France,Maze,Winter,60.04,2021.7265025425588,70.52,29.23
United States,Cotton,Spring,47.53,2020.8337431506507,15.86,66.84
United States,Sugar Cane,Winter,89.39,2021.5127172903476,50.71,54.41
France,Cotton,Rainy Season,55.05,2020.4408044877914,25.34,82.31
Africa,Maze,Spring,13.89,2020.3696045416784,24.97,87.05
France,Apples,Spring,59.97,2021.8083606887055,71.87,24.02
United States,Cotton,Summer,45.22,2021.4811091707677,44.66,88.47
United States,Plam Oil,Fall,34.96,2021.7000475415452,49.74,57.95
Africa,Wheat,Rainy Season,48.82,2020.054647092769,72.29,13.12
Germany,Plam Oil,Winter,91.21,2020.6667042216716,73.31,66.95
United States,Wheat,Rainy Season,18.28,2020.6504689367337,29.68,32.44
United States,Plam Oil,Rainy Season,12.81,2021.722308373852,89.82,41.9
France,Cotton,Rainy Season,84.38,2021.8809171943049,30.84,13.96
Australia,Wheat,Summer,51.89,2020.166082662629,52.4,16.83
Australia,Wheat,Winter,92.59,2020.0690887541853,72.77,29.88
France,Cotton,Spring,86.66,2020.9271679944386,60.1,31.81
Australia,Wheat,Rainy Season,28.73,2020.038169190055,36.52,70.75
Germany,Plam Oil,Summer,22.5,2021.1153467665463,54.63,88.49
Australia,Maze,Fall,37.56,2021.2946194520625,35.54,38.77
Australia,Plam Oil,Winter,32.06,2020.8085158619847,87.37,90.65
China,Maze,Fall,88.46,2020.8258807778027,53.99,44.44
Australia,Cotton,Rainy Season,78.84,2021.94841289518,74.3,59.07
Germany,Paddy,Spring,10.67,2021.5888203793638,66.96,61.63
France,Paddy,Summer,54.38,2021.9056934166963,73.06,77.03
United States,Apples,Rainy Season,63.99,2021.6508511040072,65.13,60.4
Germany,Maze,Winter,28.07,2020.6042266426116,74.48,83.01
Australia,Apples,Spring,82.86,2021.6521140878037,46.79,78.93
India,Apples,Winter,54.44,2020.064778701727,30.61,36.21
United States,Paddy,Rainy Season,91.75,2021.8672517020548,77.43,42.1
France,Plam Oil,Rainy Season,83.25,2021.0310291133594,14.5,70.96
Australia,Paddy,Rainy Season,60.0,2021.3471057970705,51.29,12.01
Africa,Apples,Winter,25.01,2021.7505586589457,59.83,92.34
United States,Plam Oil,Winter,10.33,2021.4121936345484,28.03,82.7
France,Sugar Cane,Winter,89.5,2020.9352534738264,29.53,27.9
China,Sugar Cane,Rainy Season,61.28,2021.86784193076,21.19,90.68
France,Paddy,Winter,70.89,2021.679113161225,79.86,74.75
India,Wheat,Spring,69.1,2021.9793562880675,44.68,57.03
United States,Paddy,Summer,86.16,2020.3651498034656,66.57,87.75
Africa,Paddy,Rainy Season,31.87,2020.8955445948693,44.01,72.09
United States,Sugar Cane,Summer,92.24,2021.0033785004484,81.81,12.9
Africa,Apples,Rainy Season,14.48,2021.110820304938,22.21,68.53
India,Sugar Cane,Spring,44.04,2021.825857969645,29.56,49.38
Africa,Apples,Winter,57.35,2021.7655830184246,43.68,47.97
India,Paddy,Winter,59.22,2020.9696824870487,87.29,62.71
Germany,Apples,Winter,80.83,2020.6135280288684,43.85,26.16
Germany,Wheat,Spring,61.71,2020.952606386488,83.57,89.47
China,Cotton,Fall,64.3,2021.9937701742242,80.79,79.84
United States,Sugar Cane,Summer,44.22,2020.2119625903722,43.57,36.41
United States,Apples,Summer,58.27,2020.748817125983,42.13,50.42
India,Paddy,Winter,77.43,2020.619991331359,82.65,64.18
Germany,Maze,Summer,31.84,2021.1085503898678,89.12,63.35
United States,Wheat,Spring,91.33,2021.972877848455,66.76,56.12
Australia,Paddy,Winter,27.91,2021.6295906447826,58.65,58.22
India,Maze,Rainy Season,42.23,2020.2246941159567,58.5,74.86
France,Wheat,Spring,40.21,2021.2537483060294,38.93,84.09
China,Cotton,Summer,57.32,2021.8056809917498,14.06,48.74
United States,Plam Oil,Rainy Season,52.84,2021.0696803180879,51.71,65.25
France,Paddy,Winter,92.44,2021.3217154152915,43.76,90.8
India,Wheat,Fall,30.69,2021.4788911636988,63.25,26.56
United States,Wheat,Summer,77.66,2021.024853332856,16.5,20.21
Australia,Maze,Spring,85.85,2020.1143476684315,22.96,35.34
China,Wheat,Winter,59.91,2020.4459180528415,39.3,86.98
India,Sugar Cane,Spring,44.15,2020.8531658560491,63.05,74.7
Germany,Plam Oil,Rainy Season,42.97,2020.2588757835877,12.09,24.2
France,Paddy,Winter,60.42,2021.8023625679991,61.22,55.75
United States,Apples,Spring,25.41,2021.109489210007,27.4,68.12
China,Paddy,Spring,89.53,2021.9347729249268,60.16,21.2
China,Sugar Cane,Rainy Season,42.01,2020.64916457387,39.43,84.86
France,Wheat,Spring,24.87,2021.8136724911608,88.89,83.93
Africa,Plam Oil,Winter,39.29,2021.283509872615,91.81,42.99
Australia,Apples,Winter,65.98,2021.711007335019,84.9,47.49
Germany,Apples,Rainy Season,58.09,2020.7278739521028,91.09,15.1
India,Apples,Rainy Season,52.55,2021.9467375721006,91.69,54.31
United States,Apples,Winter,11.91,2020.691451576802,78.58,64.52
France,Cotton,Fall,79.41,2021.9610495228912,37.52,19.77
United States,Maze,Fall,79.63,2020.7350574971474,59.14,46.29
Australia,Wheat,Fall,80.91,2020.3630279334534,27.36,90.34
Africa,Wheat,Spring,44.04,2020.009439105182,92.64,25.17
Australia,Maze,Spring,85.78,2020.3002225097148,15.73,45.29
France,Apples,Summer,34.29,2020.8256046486479,64.38,29.59
United States,Apples,Winter,26.15,2021.884013548092,17.89,86.44
China,Wheat,Rainy Season,45.54,2021.2786832246486,13.94,83.68
India,Sugar Cane,Spring,44.09,2020.7800135075242,59.08,19.27
United States,Wheat,Fall,61.65,2021.5973794464899,88.57,68.25
France,Sugar Cane,Summer,72.48,2020.3280469789815,49.69,55.34
France,Wheat,Spring,34.37,2021.7339713366564,52.13,16.96
France,Sugar Cane,Spring,46.48,2021.0347890347666,56.95,76.12
Africa,Paddy,Rainy Season,20.83,2020.6730131286795,72.21,11.98
Africa,Apples,Fall,11.29,2020.7238102072286,88.48,74.86
Germany,Wheat,Rainy Season,16.65,2020.0981671267048,35.96,89.86
Africa,Wheat,Winter,51.62,2021.0812468138292,57.98,60.41
Germany,Cotton,Summer,17.33,2020.2818911392685,61.63,79.39
India,Plam Oil,Summer,44.14,2021.6521319750034,25.36,28.31
India,Plam Oil,Spring,79.34,2021.874577611936,39.53,67.45
India,Maze,Fall,88.49,2020.863284737627,54.84,44.31
India,Apples,Rainy Season,80.82,2020.1235705522074,34.03,59.89
India,Cotton,Summer,65.62,2020.4169014331,68.49,33.59
India,Paddy,Rainy Season,78.65,2020.943021938994,88.01,18.73
United States,Paddy,Spring,25.23,2020.7047427360224,21.2,23.8
India,Apples,Fall,66.11,2020.6352786498603,38.63,21.17
France,Apples,Spring,72.08,2020.9767314167168,51.51,48.56
India,Plam Oil,Spring,26.12,2021.2639384944177,50.05,83.17
United States,Plam Oil,Rainy Season,86.1,2020.1689504957594,83.01,86.76
India,Maze,Winter,24.88,2021.2126891500386,92.61,88.46
India,Cotton,Rainy Season,45.51,2020.9452942860007,80.88,66.44
India,Plam Oil,Winter,91.79,2021.1685928114487,28.83,56.52
Australia,Paddy,Fall,35.35,2021.0350584815747,69.03,59.74
Germany,Sugar Cane,Summer,36.02,2020.6667878868982,23.85,28.03
France,Apples,Fall,46.8,2020.8459109351754,50.8,12.12
Germany,Cotton,Fall,44.71,2021.3819950265608,89.93,83.18
France,Plam Oil,Summer,43.53,2021.13352881758,77.56,67.65
India,Sugar Cane,Winter,51.05,2021.7141402723428,92.38,65.19
Australia,Sugar Cane,Fall,32.32,2020.547121582935,12.74,47.48
China,Cotton,Fall,67.07,2021.420702659711,65.77,17.59
India,Wheat,Rainy Season,56.83,2020.253223857906,26.49,74.48
Germany,Apples,Fall,41.67,2021.2052880443712,71.4,60.68
Africa,Paddy,Spring,84.41,2020.1197765821287,82.74,59.03
United States,Wheat,Fall,55.58,2021.6153191172948,90.82,78.06
India,Sugar Cane,Winter,75.12,2020.8230136138704,12.76,69.78
Australia,Paddy,Spring,21.79,2021.2884635680782,61.39,49.3
India,Apples,Spring,35.45,2021.2380482482342,38.04,22.04
India,Wheat,Summer,82.53,2021.317041021491,23.74,10.71
Africa,Wheat,Winter,89.89,2021.1477161446633,73.53,73.33
Africa,Apples,Rainy Season,38.76,2021.754552803539,35.72,50.75
Africa,Wheat,Summer,75.43,2020.7040330497086,22.84,71.49
United States,Paddy,Summer,36.8,2021.8628606515688,73.86,13.36
United States,Cotton,Winter,69.83,2020.3415043449904,53.39,78.73
Germany,Apples,Summer,78.99,2020.6547160570985,53.61,90.97
Australia,Wheat,Winter,64.95,2021.5410078979037,41.92,43.48
United States,Maze,Fall,32.36,2021.9859857613762,12.14,84.03
France,Maze,Rainy Season,86.44,2021.6435616780172,28.08,61.66
Australia,Sugar Cane,Spring,67.75,2020.1432732696744,69.21,62.68
China,Sugar Cane,Fall,57.07,2021.8684300342447,47.78,23.04
Germany,Sugar Cane,Rainy Season,66.46,2021.837544162911,85.96,90.19
Germany,Apples,Fall,82.65,2020.9928234360489,62.61,70.11
United States,Cotton,Winter,80.12,2021.0024324670333,49.38,16.76
India,Cotton,Fall,38.44,2021.2831667052967,12.77,14.72
Australia,Maze,Summer,90.88,2020.8411464044161,28.88,41.83
Germany,Plam Oil,Summer,61.08,2021.9165353864887,55.32,68.24
France,Plam Oil,Summer,89.62,2021.6319987489337,58.77,89.34
China,Plam Oil,Spring,43.09,2020.6934699389017,41.68,72.03
Australia,Apples,Spring,42.42,2021.344937346794,78.18,15.87
Germany,Sugar Cane,Summer,81.03,2021.2614852782242,38.26,55.85
China,Paddy,Rainy Season,56.7,2020.119176980427,22.69,30.05
India,Wheat,Fall,16.13,2020.2412675727962,73.45,35.27
France,Maze,Fall,17.46,2021.2967184394543,92.17,90.31
France,Apples,Winter,57.28,2020.1236224107004,75.57,42.94
Africa,Plam Oil,Rainy Season,78.25,2021.4432052043792,24.51,14.65
Australia,Cotton,Rainy Season,75.65,2021.6991328863517,52.94,91.98
Africa,Apples,Winter,72.18,2021.6090190097825,54.8,46.66
China,Apples,Fall,73.69,2020.336984093216,61.36,26.35
China,Sugar Cane,Spring,44.13,2020.6029116068603,18.16,69.12
India,Paddy,Summer,17.02,2021.3960403422052,61.2,17.07
India,Paddy,Fall,15.27,2021.4844034890075,34.31,11.43
Germany,Plam Oil,Winter,85.82,2020.743276231817,48.9,86.63
United States,Cotton,Winter,59.52,2020.6612315125212,35.07,56.8
United States,Paddy,Fall,80.87,2020.6936354558275,89.53,14.27
United States,Maze,Fall,57.78,2020.027825109745,52.44,67.64
Australia,Wheat,Summer,34.61,2020.4032485916782,45.77,41.34
India,Plam Oil,Winter,37.47,2020.9616708420265,70.85,23.55
India,Sugar Cane,Fall,44.77,2020.9839799633264,82.75,33.22
Africa,Wheat,Summer,33.98,2021.83793505243,44.25,60.34
Germany,Maze,Winter,38.78,2020.2207133378838,69.93,11.74
France,Maze,Spring,50.22,2020.6438704543027,60.0,40.0
Germany,Wheat,Winter,75.42,2020.1399868017254,42.71,24.24
Africa,Paddy,Spring,17.65,2020.1189792175255,68.07,25.65
France,Plam Oil,Spring,26.31,2020.6645093207817,82.81,58.85
United States,Paddy,Fall,73.94,2020.7736321225611,17.23,66.89
Africa,Paddy,Fall,18.63,2020.8524293693579,64.8,52.5
France,Wheat,Spring,90.74,2020.9642731505764,33.52,64.85
Africa,Cotton,Summer,89.7,2021.0603855829004,62.75,72.61
Africa,Cotton,Spring,88.38,2021.9837165416398,18.62,50.9
Africa,Maze,Spring,81.89,2020.9083476498229,92.28,85.01
United States,Wheat,Rainy Season,25.2,2020.39945709292,50.66,21.27
Australia,Plam Oil,Spring,86.6,2021.6927280704747,58.79,14.85
France,Cotton,Rainy Season,85.66,2020.6863621605326,44.21,45.37
China,Cotton,Winter,30.12,2021.7100125653935,63.91,52.6
Germany,Apples,Rainy Season,78.7,2021.9950035628685,57.57,62.79
United States,Cotton,Summer,62.53,2020.9235717365937,61.46,65.72
Germany,Cotton,Fall,17.91,2020.6320915223937,79.32,63.63
Australia,Sugar Cane,Summer,46.29,2020.1273079817672,15.49,82.27
France,Sugar Cane,Summer,12.82,2021.8782680145814,85.25,93.03
Australia,Wheat,Fall,68.1,2020.6449734612747,58.79,15.6
China,Apples,Rainy Season,33.54,2021.542654958744,60.99,15.98
India,Cotton,Summer,92.6,2020.351331506278,26.47,48.53
Germany,Wheat,Spring,79.68,2020.432787097609,31.11,89.73
India,Paddy,Spring,24.32,2020.5683070529296,27.76,34.75
China,Apples,Winter,83.95,2021.5035406974255,22.14,65.44
Australia,Sugar Cane,Summer,79.32,2021.8112648345214,46.56,44.57
France,Sugar Cane,Winter,42.6,2021.4285591224868,20.09,32.15
China,Wheat,Winter,77.27,2021.1902882602462,41.2,78.58
France,Plam Oil,Fall,90.92,2020.5959631552898,41.57,57.61
China,Plam Oil,Fall,44.14,2021.8105296562953,89.91,66.92
France,Plam Oil,Fall,70.77,2021.4959430883043,20.58,40.92
France,Plam Oil,Fall,75.38,2021.5465307735267,73.43,29.56
United States,Cotton,Rainy Season,26.35,2020.4192558675634,81.99,24.58
Australia,Cotton,Fall,36.62,2021.3960932313616,31.57,83.31
India,Apples,Winter,57.64,2021.1162214564808,29.47,62.36
France,Paddy,Spring,23.72,2021.389699227381,81.67,41.28
France,Sugar Cane,Winter,50.16,2020.540194758005,39.18,56.84
Germany,Apples,Spring,46.24,2021.1705984276746,32.31,60.13
India,Cotton,Fall,67.68,2021.303300295972,91.77,54.27
United States,Wheat,Summer,33.55,2021.4784153929993,76.31,30.9
France,Wheat,Rainy Season,19.49,2021.181456212271,84.48,68.45
Germany,Maze,Summer,71.74,2021.9421912640125,91.66,11.19
India,Sugar Cane,Fall,16.83,2020.3207313972907,38.29,51.43
India,Wheat,Spring,41.08,2021.696756118274,28.11,57.46
Australia,Cotton,Summer,45.71,2020.9817146825012,50.15,73.9
India,Plam Oil,Summer,34.9,2020.205013875344,54.49,50.56
India,Plam Oil,Rainy Season,40.78,2021.5321785545702,19.73,21.82
China,Maze,Spring,54.22,2021.5767860066312,23.8,52.82
China,Paddy,Summer,22.01,2021.0589949131445,87.41,15.48
Australia,Sugar Cane,Winter,11.94,2021.5985763742417,83.24,43.94
Germany,Wheat,Summer,32.97,2020.3579957821228,10.62,29.87
United States,Paddy,Spring,42.91,2020.5477419506258,33.34,49.75
China,Cotton,Rainy Season,83.31,2021.5327319304508,16.69,52.71
China,Apples,Summer,16.33,2020.705432761215,50.45,42.85
China,Sugar Cane,Summer,21.76,2020.1234231840833,91.14,80.7
United States,Paddy,Winter,12.58,2020.9581589914178,62.14,74.0
Africa,Maze,Rainy Season,22.54,2020.2359887719863,23.08,90.33
Australia,Maze,Spring,10.65,2020.8453042807373,67.25,55.84
Germany,Cotton,Fall,55.92,2021.9210322142512,88.5,62.51
China,Cotton,Spring,44.36,2020.8867489301401,25.75,41.66
France,Paddy,Winter,29.69,2020.3550729843594,60.23,71.76
France,Paddy,Spring,42.79,2020.439960828468,52.97,58.43
Africa,Wheat,Winter,33.09,2021.730303089749,11.21,57.2
China,Apples,Rainy Season,77.38,2021.8915375191677,84.33,59.7
United States,Plam Oil,Fall,13.84,2020.5891686480936,72.07,87.34
China,Maze,Rainy Season,89.31,2021.7238475987356,56.3,66.15
Germany,Paddy,Summer,12.43,2021.255390964197,55.76,79.19
Germany,Apples,Summer,27.06,2020.3827612070127,42.69,57.76
United States,Plam Oil,Winter,18.44,2020.5937849895201,61.3,54.95
Germany,Apples,Spring,36.31,2020.7604840959882,15.47,78.93
Australia,Plam Oil,Summer,15.22,2020.3538352180774,71.77,63.23
China,Paddy,Rainy Season,67.42,2021.482902154303,12.2,35.0
Germany,Plam Oil,Spring,89.54,2020.39524490277,42.12,81.04
India,Cotton,Fall,32.47,2020.6801942892969,28.81,14.68
Germany,Paddy,Rainy Season,18.4,2021.5918157588446,86.14,44.22
Africa,Cotton,Winter,56.87,2020.3372324187405,92.68,34.17
India,Cotton,Summer,73.17,2021.9964015902583,33.71,37.21
United States,Apples,Winter,25.5,2021.7157881891096,70.14,84.86
China,Wheat,Summer,20.66,2021.2289356815581,80.32,16.93
Africa,Paddy,Spring,20.13,2021.888493512257,64.76,14.27
China,Plam Oil,Summer,56.69,2021.72411576508,80.09,10.87
China,Apples,Summer,58.16,2020.548620098994,26.94,27.99
China,Cotton,Rainy Season,18.02,2020.2811317566786,84.44,92.97
Germany,Apples,Spring,82.38,2021.1626656565786,74.59,46.34
China,Paddy,Winter,46.68,2020.2929147435227,53.38,53.61
Australia,Apples,Winter,87.7,2020.974829054173,88.79,30.32
Africa,Plam Oil,Spring,14.33,2020.7894043812728,47.54,59.93
Africa,Paddy,Rainy Season,12.57,2021.0405669599163,82.45,17.16
India,Cotton,Rainy Season,15.55,2021.699270960669,24.35,13.22
Germany,Wheat,Rainy Season,89.72,2021.5988161148493,83.23,78.68
Africa,Cotton,Spring,78.44,2021.8929038832,56.66,70.02
Africa,Cotton,Summer,74.52,2021.5357797496386,20.33,51.71
Germany,Sugar Cane,Winter,71.26,2020.153444291609,63.66,58.14
France,Plam Oil,Winter,86.92,2021.681325763744,17.89,12.38
India,Cotton,Spring,72.63,2020.3093384878612,57.9,48.83
France,Paddy,Rainy Season,60.15,2020.2562692132324,85.79,14.51
Africa,Sugar Cane,Spring,81.95,2021.2826165176698,76.86,32.42
India,Sugar Cane,Rainy Season,30.34,2020.3635147141554,34.83,82.05
United States,Wheat,Fall,80.97,2020.0491895247987,84.94,89.73
India,Apples,Rainy Season,82.08,2021.606825359606,69.97,83.96
Australia,Plam Oil,Summer,78.43,2021.8928593493504,63.84,14.73
United States,Cotton,Fall,35.12,2020.4176006292391,43.72,77.51
India,Maze,Fall,52.55,2021.4956404420861,63.87,14.71
France,Wheat,Rainy Season,34.07,2021.9672949940507,30.37,61.44
United States,Apples,Winter,64.36,2020.1766079300419,47.14,61.58
United States,Plam Oil,Winter,45.44,2020.1388748146594,60.1,89.07
United States,Plam Oil,Winter,68.03,2021.2428961136368,17.71,52.33
Germany,Plam Oil,Winter,70.38,2020.9837987963135,31.36,49.11
Africa,Sugar Cane,Rainy Season,73.77,2020.8649359006404,37.52,87.4
Germany,Wheat,Rainy Season,28.14,2020.5606054454686,67.23,66.36
Australia,Sugar Cane,Spring,61.77,2021.435470918589,47.26,18.45
Australia,Plam Oil,Summer,36.6,2021.809231475233,66.62,58.79
France,Plam Oil,Summer,40.55,2020.5543876996169,79.62,29.01
India,Sugar Cane,Rainy Season,22.08,2021.3918379719737,87.78,73.23
